age,gender,socioeconomic_status,region,high_school_score,GPA,credits_completed,failures,attendance_rate,assignment_submission_rate,commute_time_minutes,peer_interaction_score,program_duration_months,dropout_score,dropout_flag
26,Female,1,1,91,3.514921052,109,0,100,81.29794725,27.27613431,76.24331946,24,2.805307913,0
20,Female,2,3,73,3.053936961,114,1,100,55.2126393,32.48958122,74.21474515,12,6.718104105,0
24,Female,1,2,47,2.408434121,19,0,82.44783473,74.72618894,20.60637423,71.47243239,48,7.301504713,0
23,Female,2,1,71,1.471855244,7,0,96.18915517,76.04969535,42.4202023,59.511603,12,12.63616222,0
19,Female,2,1,54,2.917834735,4,1,100,99.6900764,27.52536295,55.85207994,24,3.04648854,0
27,Male,2,2,74,3.083685885,58,3,79.38816149,66.3866208,22.13117867,62.34014162,24,9.164374581,0
17,Female,2,1,51,3.306322213,109,0,92.73275558,81.14986618,10.97510642,54.50544665,24,7.280968958,0
29,Other,1,3,69,2.61156813,8,2,86.50001589,62.13726532,2,33.37865673,48,13.37940702,0
23,Male,3,2,66,3.272297718,39,0,100,90.03817659,47.34104035,38.66395105,12,9.494273512,0
29,Male,2,2,61,2.173438171,15,1,51.49778234,49.94686784,60.38681296,80.98507976,6,22.20841336,1
27,Female,2,2,79,2.487614501,99,1,70.38332349,100,42.60057602,62.49759386,12,5.923335303,0
19,Male,1,2,68,3.603038567,86,2,92.15560068,99.02842518,44.40157682,95.61263057,24,1.714616086,0
20,Other,2,2,72,2.742112933,72,0,68.60461953,80.84210106,60.5078278,72.69869965,6,14.15276094,0
21,Female,1,3,76,3.058304276,35,2,75.75929984,51.72142647,33.49718509,44.04631213,36,12.08992606,0
29,Male,2,2,78,3.42795984,113,1,100,51.15889698,55.11366065,79.30712367,12,10.32616545,0
28,Female,1,1,71,2.288297112,81,0,89.84150748,82.71813232,24.22744904,93.89858564,12,4.623978656,0
24,Female,2,2,61,2.799121967,42,1,88.93040351,88.2847907,31.40922857,75.86292856,12,3.971200692,0
29,Male,3,2,69,3.658113603,3,4,100,100,16.48371092,82.1912735,12,13,0
23,Female,2,1,77,4,78,2,100,100,32.52859011,57.89437753,36,0,0
25,Male,1,3,63,2.351784001,119,1,94.18582843,71.27083305,28.25301932,58.79491513,12,8.472209356,0
27,Male,1,2,74,1.821870351,45,2,82.2328472,39.24958417,13.94477096,69.87417545,36,14.44728942,0
19,Female,1,3,63,3.222769173,5,3,95.24201518,85.14574728,20.17584167,48.79241588,36,3.179734871,0
27,Male,1,1,78,1.719006021,77,3,100,81.82766041,27.91551469,67.14216115,6,8.535790725,0
26,Female,2,3,69,3.041480775,83,1,73.01549261,79.49469254,12.80918143,43.48128042,12,11.4726976,0
17,Female,1,1,59,2.235417454,30,0,73.49949688,93.85220155,46.51790841,47.86228083,36,9.222270391,0
17,Male,2,3,96,2.48628657,63,1,77.5529512,87.08764699,48.32630914,27.99745168,24,11.42626271,0
28,Male,2,3,71,2.579216963,115,0,82.87568204,100,39.3979366,87.11113319,48,3.424863592,0
26,Male,3,2,44,3.120143601,67,1,50.04379032,86.75596973,52.11402472,76.82768889,24,11.97784648,0
29,Female,2,1,60,3.930457152,77,1,89.57907897,84.5507049,50.71234632,39.85882931,12,14.40157847,0
17,Female,1,1,83,4,23,2,81.35852736,33.07615398,44.1712105,47.18254091,12,13.76687143,0
18,Female,1,2,78,2.261258116,101,0,100,72.26731596,32.67975067,35.3048269,24,9.159902606,0
18,Female,2,3,82,2.463891792,5,0,92.71286243,67.18723888,51.78261608,58.47626507,12,6.379341682,0
25,Male,2,3,77,2.264027356,64,0,59.21627109,99.85890004,20.98880302,52.70862947,24,13.17791078,0
24,Male,2,3,67,2.490229517,43,0,96.79928707,59.35524064,30.63636175,74.1482566,24,9.73685649,0
20,Female,1,3,73,2.595080415,3,3,73.45528004,100,31.48671777,67.46676495,12,5.308943992,0
18,Female,2,1,57,1.703038177,34,1,75.84318007,65.56984514,11.9025821,72.62905194,36,12.96550545,0
19,Male,1,3,67,2.701183626,114,1,93.0542119,74.43437225,49.12505438,68.85219261,36,5.224001783,0
26,Male,1,2,44,2.632261933,35,0,76.43362586,70.3869008,29.15821996,60.43067861,36,12.15523971,0
21,Female,2,2,68,2.389118627,47,1,85.17522412,43.5347211,26.83654795,48.871511,24,11.43474701,0
25,Male,2,3,61,1.934934814,57,3,81.21886558,83.67698933,34.45720418,84.63202032,24,6.855330349,0
24,Male,1,3,71,3.199873816,32,1,100,78.966169,16.55517918,58.5740919,36,3.15507465,0
29,Male,2,2,58,3.103689648,1,1,64.97861368,67.16471962,28.59958,70.51781112,6,11.92956932,0
28,Male,2,1,69,2.342538446,88,0,80.37239859,64.76548567,38.55785777,100,24,9.210697431,0
25,Male,1,2,68,2.634719578,43,1,83.29683801,63.69214191,17.90641703,75.00454179,36,8.786811111,0
26,Female,3,1,63,1.849715201,18,2,56.44856299,100,38.73555295,79.67094089,6,18.21313539,1
19,Male,2,3,71,2.369567764,119,0,97.6635211,45.54463569,38.30804914,73.59057477,36,13.63560043,0
28,Female,3,1,66,1.476443602,74,0,73.10943806,100,13.17946457,49.36924777,48,10.61367637,0
24,Male,1,2,69,1.975219687,2,0,67.41736638,53.56133081,28.85940553,53.76753714,24,16.73013024,1
17,Male,2,1,71,1.535475032,77,3,89.55169296,86.31064146,36.19286074,45.81207203,36,8.788314872,0
20,Male,1,2,80,2.074788439,67,1,100,65.25045535,54.05938529,59.52542823,48,5.212431697,0
20,Male,2,2,73,2.270920084,37,0,93.58242006,41.28021763,35.46644347,62.44339059,48,13.09148334,0
28,Male,2,2,51,3.160789572,72,0,96.55399188,100,29.13170306,54.65206384,24,5.689201625,0
28,Male,2,3,80,3.144849325,79,0,81.16679004,100,31.44562106,77.1793177,24,8.766641991,0
18,Other,1,2,63,3.009461559,93,1,95.23233281,100,54.3710147,59.86455625,36,0.953533439,0
23,Female,2,1,72,1.171702878,69,0,92.9906722,100,3.171845671,62.76260462,24,9.684836776,0
21,Male,1,3,85,2.668890793,34,2,70.64535863,87.48274884,29.02994396,36.64522083,12,12.74851595,0
26,Male,1,3,72,2.095183919,7,1,99.7150197,100,57.43709069,68.49631715,12,5.056996061,0
22,Male,1,1,54,1.853062332,63,0,94.228203,65.57613963,28.33452092,100,24,12.78731513,0
27,Male,1,3,73,2.959603603,100,1,75.95853168,72.04223689,46.78731779,48.75404232,24,9.00195813,0
22,Male,2,1,67,2.697548566,95,3,99.73782612,58.86102861,43.37090478,39.5007873,48,11.22328048,0
28,Female,1,2,55,2.670898245,48,0,85.21596341,93.45810082,5.867979591,65.17193657,48,6.938092195,0
27,Male,1,3,79,1.876319559,47,2,70.71466921,41.05881166,46.75838135,41.12714231,48,15.93504882,1
22,Female,1,1,73,3.352406613,10,1,100,73.80392899,19.21392417,51.16241954,48,8.929410652,0
26,Male,3,2,89,3.570784826,78,0,86.4496089,63.76023313,34.62260898,75.14429743,12,8.14604325,0
28,Female,3,2,70,1.665438651,42,3,69.74941449,74.971294,20.09696453,40.80645529,6,13.1500365,0
24,Male,2,3,62,2.115914904,69,0,83.58323912,54.97847794,40.01831678,72.14024029,24,15.03658048,1
26,Female,2,2,73,2.108552743,21,0,95.9505185,32.41783668,41.50021041,77.63043652,6,10.9472208,0
20,Male,2,1,67,2.334490947,88,1,59.83617276,90.38664993,46.86590908,86.79705282,6,12.47476796,0
26,Male,1,3,82,2.669163723,68,2,81.64486048,100,58.23589577,70.78483817,6,6.671027904,0
24,Female,2,3,71,1.83977873,109,1,94.96328739,65.5629099,17.02440883,74.35238628,24,10.77511874,0
25,Male,1,3,63,3.523210863,79,2,100,100,33.94711202,32.18716134,6,10,0
29,Female,2,1,72,3.357392135,66,2,91.75428538,74.83572547,6.06917197,60.01532726,24,8.423784104,0
29,Female,3,3,73,1.982835269,29,3,81.55144067,72.06179914,15.65120353,73.42953261,24,8.052089306,0
20,Male,2,2,72,1.868964074,49,1,57.85461169,75.39481751,30.0493499,76.58211812,24,13.43021429,0
17,Other,2,2,67,3.44675928,96,1,88.52781894,69.82595584,39.41322955,75.75310506,36,6.820542837,0
19,Male,3,2,70,2.249900288,80,3,58.79584384,70.78570088,35.44435569,56.11662544,24,12.6229761,0
17,Male,1,2,64,1.836333783,82,0,67.19552426,100,16.06472003,49.4090974,12,8.197557315,0
23,Female,3,1,72,2.733284053,99,2,65.55985326,55.36154573,38.29188872,43.70851338,48,13.58379749,0
28,Other,3,1,60,3.098781099,0,1,96.57036688,100,32.75262611,70.33634584,48,3.685926624,0
17,Male,2,1,62,1.934515521,32,1,100,66.89957641,30.5433664,81.41336541,24,8.61990833,0
27,Female,1,1,89,2.442317122,79,0,90.91285181,100,16.32852534,46.82504943,12,4.817429639,0
20,Male,2,3,64,2.001974859,113,0,83.64955456,59.79444976,29.65498487,95.89941402,36,9.300921623,0
29,Female,1,3,73,3.570446253,62,2,100,95.3955351,31.41214738,45.40774078,36,5.690669735,0
17,Male,1,2,53,1.813173464,29,2,93.14601393,81.51959328,39.93694632,78.85234709,36,11.01112358,0
29,Male,2,3,66,1.645029743,55,0,79.47641778,63.76397613,8.239989018,46.05526986,48,16.08982259,1
29,Male,1,1,78,2.531820919,47,3,75.36492285,92.3125594,19.44819652,38.83174799,48,11.08013152,0
18,Female,1,3,73,2.171355175,58,1,91.49383558,61.2979343,47.02787122,35.76426833,36,12.50654274,0
27,Female,2,1,53,2.968940519,118,3,88.98497387,100,20.35147704,35.12705641,36,7.203005226,0
17,Male,1,1,63,2.882902872,4,0,100,100,26.32607954,100,6,0,0
29,Female,2,1,79,0.785159927,23,0,65.45594863,93.96147112,40.94071692,61.02056467,24,19.96299033,1
21,Female,1,2,58,3.469715979,112,0,71.95821531,85.96451898,28.94940921,64.31474531,12,7.713679092,0
23,Male,1,3,75,3.242978301,59,0,54.66328208,58.11333317,13.05125656,54.60025788,36,18.35034361,1
19,Female,2,1,72,3.241808284,33,0,100,98.57783213,12.85772137,45.64567673,24,0.21332518,0
24,Male,2,2,53,2.978305271,58,0,100,52.37175752,20.00293556,73.36823957,12,7.144236373,0
21,Male,2,2,77,2.727504291,89,0,98.19050702,83.70605123,23.7869715,93.88977409,12,2.805990911,0
21,Male,3,3,77,1.459081306,13,1,51.37849024,87.26844772,34.59904538,50.25564074,48,17.04322173,1
29,Male,3,3,69,2.851557643,55,2,72.0361697,100,14.48235205,69.78590708,24,5.592766059,0
21,Female,2,2,72,2.892981796,78,0,80.04822744,99.25967976,27.84867249,67.96480013,24,4.101402549,0
24,Female,2,3,62,3.437211476,15,1,79.70555381,84.47850201,20.18343839,59.91375891,24,9.387113935,0
18,Male,2,1,67,2.915757303,53,0,57.79559752,80.74863528,37.95818529,74.19860135,36,11.3285852,0
18,Female,1,1,72,3.846346987,93,0,89.65782682,93.79822124,26.11752494,52.33064052,24,2.998701449,0
28,Female,2,2,80,1.761945683,103,0,90.60215681,83.97156441,17.46159045,100,12,11.66437715,0
24,Female,1,1,74,4,56,0,78.3093217,69.04138003,18.02821112,50.33160655,24,13.98192865,0
25,Female,1,1,66,1.749362469,60,0,94.9312853,78.83801888,15.31254006,43.21214741,36,6.694415421,0
27,Male,1,1,66,2.024561497,27,3,100,71.6554551,45.9500792,73.33329249,36,4.251681735,0
28,Female,2,2,71,3.085962611,43,1,79.89764068,68.11568753,12.47224637,50.83479097,12,8.803118735,0
26,Male,3,2,67,2.351737876,60,2,73.78766251,88.09506852,18.52187566,31.44799329,36,12.02820722,0
26,Male,1,2,69,4,6,1,97.35292393,100,17.3032168,84.79894787,36,0.529415214,0
18,Female,2,3,43,2.547389703,44,1,89.84324446,100,27.00001571,55.26025661,12,2.031351108,0
20,Female,2,1,61,2.663066893,26,1,58.08420534,100,19.18384554,76.69575403,36,8.383158933,0
24,Male,1,3,87,2.876093173,60,0,88.84990843,75.67054406,49.53869939,60.06248941,48,13.8794367,0
18,Male,3,3,74,2.557135164,10,0,70.36462238,81.38987764,37.54907953,29.94136952,12,13.71859388,0
20,Male,2,3,75,2.929432524,95,2,92.71907951,84.57042076,37.05667746,49.07543649,24,3.770620983,0
26,Male,2,1,74,1.562076466,20,2,75.7569271,82.37577127,28.60946797,40.37701184,36,11.87148423,0
29,Female,2,1,73,3.637162345,81,0,97.29254595,45.13352995,39.20192252,100,24,11.77146132,0
29,Female,1,2,71,1.963147629,39,1,93.71294863,70.62216368,18.62935745,94.8566867,24,6.032609431,0
17,Male,2,2,81,1.559942739,106,1,79.96092921,78.7513172,30.09737555,50.6449538,48,11.59568919,0
18,Male,1,3,75,2.039307825,43,1,99.24663723,100,35.47833201,56.13054108,48,0.150672553,0
23,Female,2,3,52,3.720568417,2,2,100,94.11795821,37.7715593,28.46562328,36,8.882306268,0
17,Male,1,1,63,2.076498659,55,2,55.45540205,80.74243604,33.22548922,91.6774583,12,11.79755418,0
28,Male,2,3,64,1.848994666,42,3,90.90271336,90.95803926,31.83356415,87.55466741,24,4.685804779,0
17,Male,1,3,93,1.554616872,28,1,83.96746164,77.7831214,53.97094939,51.11642084,24,10.99287074,0
18,Male,3,2,71,1.825600497,13,3,77.94913281,84.80046068,35.1677084,51.74969599,24,8.434099372,0
20,Male,2,2,83,2.289914069,88,2,85.32167856,70.27716679,19.25324329,64.74705893,12,7.394089269,0
23,Male,2,2,67,2.093383227,18,1,100,67.88023224,36.140653,61.43357495,36,7.817965164,0
20,Female,2,1,73,3.026592963,40,2,84.67019036,78.10199853,32.39485238,86.61688366,12,6.350662149,0
21,Female,1,3,70,2.313768535,80,0,80.05598488,84.04381874,49.84218121,59.28338978,36,6.382230212,0
20,Female,2,1,64,1.866875752,108,1,100,86.93861194,33.91929477,25.48963497,24,8.290450687,0
20,Female,3,2,60,3.377165307,80,2,76.32066171,43.88283329,46.2195051,42.85006773,24,13.15344266,0
25,Female,1,3,69,2.212014619,106,0,80.5623399,69.01553944,28.00788311,72.85707291,12,8.535201105,0
22,Male,1,2,62,2.938073921,25,1,96.60215233,50.85125922,33.33031559,84.83788371,24,8.051880651,0
28,Female,2,3,71,2.97131611,91,2,70.71126292,100,53.9024065,49.74583316,36,10.85774742,0
19,Female,2,2,65,2.261913157,114,1,85.5310995,72.37702869,40.21060611,100,24,7.037225797,0
22,Female,2,1,78,2.392620975,93,0,55.25384899,63.62028112,3.18406496,69.72798838,24,14.40618803,0
29,Male,2,1,61,2.493338252,27,0,100,76.68665396,41.68375713,49.5829192,24,6.497001906,0
23,Female,1,3,68,3.118751906,78,1,85.99345755,86.37399551,34.34444351,97.22195345,36,4.845209164,0
23,Female,2,2,67,1.872782098,44,2,95.49961456,74.49218797,46.76703965,35.027678,48,10.99842791,0
24,Female,2,2,66,2.240059435,117,0,81.75812802,64.08697864,25.81409462,41.74748842,6,12.0353276,0
29,Male,1,2,78,3.518082841,16,2,60.19855558,80.39674116,15.66066225,44.05212711,36,10.90077771,0
20,Male,3,1,52,2.693639737,72,0,87.9964058,80.32733622,40.72881724,77.24977287,12,5.351618405,0
17,Female,2,3,51,3.366744362,91,1,65.5574571,100,7.647436293,78.78061776,12,6.888508579,0
22,Male,2,3,66,1.666470525,82,1,88.90139569,73.67512373,47.82543583,79.93439037,24,12.50374705,0
24,Male,3,2,89,3.674654673,31,1,68.27513728,93.91660177,21.45603794,90.292543,24,7.25748228,0
21,Female,2,2,73,2.997809326,8,2,76.08644763,79.68776543,17.8127665,60.12943009,6,7.82954566,0
29,Male,2,2,84,3.085329534,28,2,66.69697597,70.25159972,57.46378861,27.59611542,48,16.12286485,1
19,Male,1,3,80,1.877321624,11,1,78.52950156,79.82070324,21.23827834,84.73409127,36,8.547777959,0
20,Female,1,3,55,3.27128667,99,1,81.23897944,100,28.36947533,83.31872216,36,3.752204112,0
24,Male,2,1,69,1.533088199,23,0,81.60700075,93.050367,40.30972508,70.31473617,24,17.39016281,1
22,Male,1,3,61,2.703623475,37,2,65.93176934,59.82224646,48.20740787,50.04294833,24,12.84030916,0
29,Female,1,3,59,2.456828265,4,0,88.79124421,70.50707026,15.11924333,78.18246582,36,6.665690618,0
29,Male,1,1,53,3.09280103,32,1,70.03267132,53.1265573,25.12144762,30.83530323,24,21.02448214,1
21,Male,2,3,60,2.698903596,67,2,83.9874555,61.78208353,28.09744305,60.76686528,48,13.93519637,0
29,Male,3,3,74,3.314749003,70,0,65.58028938,60.62532326,24.29599976,96.87951633,36,12.79014364,0
25,Male,1,2,76,3.142499009,110,0,81.11813033,100,13.61881483,58.58771875,12,8.776373933,0
26,Female,2,1,73,3.580033218,95,0,67.68827671,85.93794787,10.88850161,41.13917746,6,8.571652477,0
19,Female,1,2,61,2.626896031,89,3,62.29858154,94.23222152,4.824896877,43.86647974,48,8.405450464,0
23,Male,1,1,65,1.988529875,66,0,80.35692089,49.93126615,32.78023708,74.69506911,36,14.55362715,0
25,Male,2,1,59,2.850414495,23,2,75.52457847,100,20.39860197,63.80751896,36,4.895084306,0
27,Male,3,3,83,1.804937222,69,0,83.26549484,100,33.80380256,24.26088568,24,10.29752882,0
27,Female,2,1,54,3.504631874,29,1,65.59266942,67.64915842,44.14530563,62.47486353,48,11.73409235,0
28,Female,1,1,72,1.696903106,28,1,81.27349739,98.84665803,22.66181015,26.13546183,24,11.94927076,0
20,Male,1,1,59,3.513148609,50,0,93.07838056,68.1496824,37.20264754,33.02109944,24,11.16187153,0
26,Male,2,1,73,2.054903636,110,1,81.32905262,85.67487868,24.13556229,39.39093528,12,10.88295767,0
26,Male,2,3,77,1.368298126,72,0,92.23376411,94.49830226,45.96755603,70.70544355,24,11.69552057,0
17,Male,2,1,92,3.854560808,116,2,93.35674934,100,26.59466727,23.20247725,48,9.328650131,0
25,Male,3,2,81,2.007184563,46,1,98.96307355,69.12741202,29.40593752,68.91371988,24,4.838273486,0
29,Female,2,2,62,0.901083005,12,2,76.59171996,76.65863726,46.49705109,47.92661213,36,22.17203036,1
17,Female,2,1,69,1.66828893,5,1,100,94.77617352,51.29429458,56.97395815,24,7.100684675,0
18,Male,2,1,77,3.167637572,110,2,91.81107037,55.48776081,49.3664865,76.99980379,24,8.314621803,0
25,Male,2,3,49,3.114122921,92,1,83.59485965,70.74111721,54.31712355,46.08350277,24,7.669860488,0
21,Male,1,2,74,2.168079129,20,0,75.52517,100,63.56544332,87.47417632,6,9.894966,0
20,Male,1,2,74,2.918591632,33,2,83.17405296,74.45930212,31.67320592,45.46209089,24,7.19629409,0
25,Female,1,2,78,2.878308294,99,3,82.41485002,83.4099728,26.85634046,35.48042304,24,14.00553407,0
25,Female,3,3,60,2.202027069,50,1,84.60865214,87.29825956,3.688304935,94.28204617,6,4.983530638,0
18,Female,1,1,72,3.349027188,87,1,80.08080423,92.74253818,22.46639651,68.58195667,6,8.072458428,0
19,Male,2,3,79,2.183155043,10,1,95.10565017,86.25533323,58.147379,77.17579174,36,3.040569982,0
28,Female,2,1,60,2.50359052,92,1,79.37172407,85.20772939,48.30030573,97.41883445,36,6.344495779,0
19,Female,2,2,76,1.671810082,110,2,94.82146326,80.89605818,30.32413906,44.43587343,12,10.1831978,0
21,Male,2,1,60,2.693853883,45,1,85.71939532,100,14.46777545,82.28065975,6,7.856120936,0
29,Female,1,2,64,3.146362016,6,0,91.25806351,100,26.83749897,47.14375328,24,1.748387297,0
19,Other,1,1,52,2.260364359,23,1,100,52.26779112,43.31962236,58.37025246,12,12.15983133,0
26,Male,3,1,45,2.290903756,47,2,76.00627098,65.27391797,16.92012222,33.8428248,24,18.00765811,1
18,Male,3,3,80,3.182304515,26,0,92.21431597,75.74071368,35.37014007,32.84435669,24,18.19602975,1
22,Male,1,2,74,2.110092242,55,1,85.63580917,53.64108237,30.64273455,61.13172315,48,14.82667581,0
22,Female,1,3,59,1.960446478,119,1,98.45691458,81.27636456,38.1591124,19.15519008,24,8.512697616,0
18,Female,1,1,77,2.067440392,114,0,90.66073668,100,36.87974033,95.69373956,12,1.867852664,0
22,Female,1,2,72,1.374437621,114,1,86.83903969,83.88420718,24.75698143,65.04291226,12,11.30518478,0
22,Female,1,2,75,2.317793268,45,3,78.42536103,76.56841698,14.04730467,45.32166507,24,10.82966525,0
22,Other,2,3,74,1.672548565,101,0,66.0146991,80.18897279,2,66.5495857,36,13.04322861,0
28,Male,2,2,63,2.224223849,58,0,98.48467381,97.06051668,32.46374513,60.62848541,12,3.743987737,0
29,Female,2,2,70,2.782109732,25,3,83.4596902,40.00286976,13.74928753,44.85110896,24,12.3076315,0
21,Male,2,1,66,2.153643758,33,1,100,100,11.6014091,100,36,0,0
23,Male,2,1,71,2.118760497,54,0,100,76.11861179,2,50.8119315,24,3.582208231,0
29,Female,2,1,77,3.861819487,85,0,71.77146212,57.83258107,47.65336246,21.89052674,24,16.97082041,1
28,Female,1,3,63,1.609121119,57,0,93.84410438,82.02402847,22.92743698,59.80382877,12,7.836363659,0
21,Male,2,3,77,2.272337166,65,3,83.9876036,96.10065124,8.389447012,71.47554754,36,3.787381594,0
27,Male,1,1,70,2.867417469,111,1,81.83560199,87.80171894,48.48139556,81.11462553,24,5.462621762,0
17,Female,2,1,68,3.122613626,35,1,94.86063846,97.77567296,56.01536416,69.17682574,48,1.361521363,0
28,Female,1,1,68,1.624291469,73,3,77.29786736,100,29.13811021,99.56717097,48,8.29751184,0
25,Female,2,3,77,2.793291262,94,1,68.97112209,100,47.70489615,46.37514796,36,6.205775582,0
19,Male,2,1,68,2.222797232,10,1,97.67817988,86.6611468,44.01081674,50.76563053,48,5.465192004,0
18,Male,1,2,68,3.51404495,38,3,74.53629266,98.03361026,2,52.85956272,36,5.387699931,0
26,Male,1,3,86,2.760233803,106,1,75.74986751,50.3294181,37.85047012,35.57447699,36,17.30061378,1
22,Female,3,1,78,2.668593253,22,1,100,76.91925946,35.27832811,52.52118812,36,3.46211108,0
24,Male,1,1,81,3.666602199,67,2,73.66940124,95.28948907,48.38611872,65.92589084,36,5.972696392,0
18,Male,2,1,86,2.498945629,6,2,87.1421,62.98392033,3.091283807,37.17183809,24,16.12399195,1
20,Female,3,3,72,1.937170287,90,1,88.77617859,86.03789333,6.845746588,100,24,7.967377414,0
18,Female,2,3,93,1.571336081,35,1,97.45630866,69.8266447,30.03546568,89.96561527,24,9.32138075,0
28,Female,2,2,74,2.020424019,35,2,76.63703682,47.53412853,33.22355143,85.40299606,48,12.54247336,0
25,Female,1,3,64,1.904887673,37,0,75.35186786,98.8392658,18.43219141,62.87996579,24,6.054859825,0
26,Male,2,1,53,2.550748537,24,0,67.67165483,36.49474835,24.44297432,69.52536745,36,15.99145678,1
29,Female,1,2,81,2.126715882,97,0,86.59817555,84.26182628,21.60517065,36.69631551,24,10.04109095,0
18,Male,1,2,72,2.694446054,15,2,59.09341742,79.287813,25.21805021,30.1398425,6,16.28814457,1
26,Male,3,2,65,2.282488736,89,0,83.32445341,85.35522573,33.42974078,66.86384372,36,5.531825458,0
18,Female,1,1,71,1.956547468,35,0,80.71434715,90.82713575,56.73897842,69.39027721,24,10.66758553,0
29,Male,1,3,68,1.933486358,66,1,100,77.51870617,44.18202618,96.87736473,12,9.037330493,0
21,Male,1,2,61,3.079397208,98,1,77.42887005,63.19293901,29.35524079,71.65658548,36,10.03528514,0
28,Female,3,2,91,2.401310622,35,1,90.96051076,82.5913903,22.02431851,51.96413088,48,4.419189303,0
21,Other,2,2,71,3.050511678,101,1,91.10573036,85.18405808,30.22516977,33.58364917,36,12.00124522,0
28,Female,1,2,70,1.972106735,92,0,77.53655114,98.00291587,36.39416501,89.1102326,12,5.071185046,0
23,Male,3,1,69,2.922296576,21,1,89.22900206,78.5752243,26.44073353,65.22407944,24,5.367915943,0
17,Male,1,3,58,1.900478226,94,1,97.39009195,49.73414637,21.82354127,100,36,9.057077389,0
28,Male,3,2,52,1.265899212,17,0,100,71.41656869,20.73711952,55.88656746,48,16.62852258,1
18,Male,2,3,82,2.343841836,60,0,87.65769856,84.54583422,29.13592688,59.24840634,24,4.786585155,0
27,Male,3,3,65,3.136277331,52,4,100,60.94222578,31.2287751,59.32816402,24,15.85866613,1
27,Female,1,1,47,2.97920824,79,1,87.81916466,100,18.84172148,55.67986513,24,5.436167069,0
22,Female,1,1,55,1.981754117,72,2,81.57992279,100,29.7080588,72.20281099,36,11.86647428,0
18,Female,2,2,75,2.760554184,51,0,93.25869389,61.40928384,35.32180383,99.03611918,36,10.13686865,0
20,Female,2,2,76,2.641762174,28,0,72.0135561,73.00841334,39.37914094,65.78755072,48,9.646026779,0
26,Male,1,2,65,2.211494715,65,1,87.03611223,73.46523025,18.43555772,65.56692607,12,6.572993017,0
22,Male,2,1,81,2.437828951,46,2,100,72.77295265,43.451469,83.58066096,24,7.084057103,0
29,Female,2,1,56,3.224854568,5,1,69.55579713,100,35.59504906,42.14324901,24,6.088840573,0
28,Female,1,3,86,2.251685584,85,0,89.20085179,79.38604862,13.55516922,100,36,5.251922349,0
23,Other,1,3,53,1.954380246,40,0,82.69249384,86.49854985,34.38986402,62.54899536,48,5.942916292,0
26,Other,2,3,75,2.678352402,52,3,96.81424741,79.26914849,36.14180217,34.25110448,12,13.74677824,0
21,Other,1,1,72,1.682948028,62,1,74.22379625,100,22.60825775,7.44369668,24,16.32576047,1
24,Female,3,1,78,2.365876426,7,2,89.58543138,60.40875605,20.65164809,20.55599155,36,13.02160032,0
22,Female,1,1,52,2.800941437,2,1,69.57786493,52.37717504,2,43.09442755,6,13.22785076,0
21,Male,2,1,67,2.60391023,118,2,58.7854241,86.51697355,9.458856308,53.35713492,24,10.26536915,0
20,Female,1,1,80,2.30635548,91,1,82.44659054,100,56.84898631,66.05194861,12,8.510681893,0
22,Female,1,2,59,2.633073152,27,1,46.32947102,75.76344286,46.72652985,47.04075734,24,19.36958937,1
22,Female,1,3,84,3.008216359,48,1,86.54654718,56.9453124,31.68924387,58.33394909,36,9.148893705,0
22,Male,1,2,50,3.309033271,66,1,87.15960193,57.50277144,47.26523901,82.47313435,36,8.942663898,0
17,Female,1,3,52,1.148126127,59,0,86.62197934,96.868754,25.62808243,61.47771732,48,16.66402976,1
22,Female,2,2,61,1.680297457,102,3,94.02715739,31.09387277,10.97212883,76.03593899,24,14.72751303,0
17,Male,1,2,76,1.996053049,108,2,100,99.6654833,10.0283403,54.38187385,6,3.08964702,0
21,Male,1,1,84,3.420212427,65,2,100,100,22.20943336,61.60493451,36,0,0
23,Female,3,1,63,2.543124799,79,0,61.78099698,63.58424352,29.24802282,71.41692418,48,13.10616408,0
17,Male,2,1,72,2.173250911,76,2,83.85417341,100,41.34474152,41.89896249,36,11.22916532,0
29,Male,2,2,82,2.126068122,93,0,97.17800939,55.4966615,34.0522018,41.94311563,12,7.239898897,0
17,Male,1,2,76,2.246241621,5,0,75.94166479,54.09612904,16.42154967,73.72050252,6,14.69724769,0
29,Male,3,1,91,2.327019606,119,2,93.79481043,66.72120724,32.86442267,48.69234876,36,9.232856828,0
29,Female,2,1,63,2.382699168,24,1,92.71216641,66.93516088,31.85915705,98.05620268,12,6.417292585,0
22,Male,1,2,82,2.306691602,44,1,73.48044665,35.27288271,30.82132881,40.53810603,12,15.01297826,1
23,Male,3,2,62,2.733259084,72,1,78.97998042,85.44191683,14.67358594,53.05265157,24,9.387716393,0
22,Female,1,1,73,2.754975223,12,1,88.18154086,73.17236208,50.45394021,100,12,6.387837517,0
21,Female,2,3,70,1.495545932,114,0,72.87480053,87.51286354,34.80915113,70.84746884,36,12.34265105,0
22,Female,1,3,73,3.14084006,59,1,53.86008348,99.83399901,7.62813441,73.18353181,36,12.25288345,0
29,Male,3,3,58,2.909771597,25,0,100,86.68050058,12.84720971,64.25685941,36,6.997924913,0
19,Female,3,2,64,2.228793742,0,0,100,96.96425641,44.84359749,24.46750439,24,5.455361538,0
21,Male,2,3,63,2.452267324,98,1,94.13086969,64.51666896,19.30558103,36.54002259,24,11.49632572,0
